Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Projection,Category,Date Submitted,ETA,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0000230,TLM WG Examples,charles_w,tlmwg_eslx,normal,minor,always,,none,bugs,02-12-08,none,,,,public,02-19-08,lt_direct_memory_interface lt_target.cpp issues (d),acknowledged,open,
0000232,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,feature,always,,none,bugs,02-18-08,none,,,,public,02-19-08,Targets in examples not honor byte_enable and streaming_width,acknowledged,open,
0000233,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,feature,always,,none,documentation,02-18-08,none,,,,public,02-19-08,lt_direct_memory_interface PowerPoint issues (2),acknowledged,open,
0000238,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,minor,always,,none,bugs,02-19-08,none,,,,public,02-19-08,lt_temporal decoupling initiator issues (4),assigned,open,
0000237,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,minor,always,,none,bugs,02-19-08,none,,,,public,02-19-08,lt_temporal decoupling initiator issues (3),assigned,open,
0000110,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,low,minor,always,,minor fix,coding style,01-31-08,< 1 day,,,,public,02-19-08,headers are not self-contained,resolved,fixed,
0000239,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,minor,always,,tweak,bugs,02-19-08,< 1 day,,,,public,02-19-08,lt_temporal decoupling initiator issues (5),resolved,fixed,
0000236,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,trivial,always,,tweak,bugs,02-19-08,< 1 day,,,,public,02-19-08,lt_temporal decoupling initiator issues (2),resolved,fixed,
0000136,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,minor fix,bugs,01-31-08,< 1 day,,,,public,02-19-08,lt_temporal decoupling initiator issues (1),resolved,fixed,
0000234,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,feature,always,,none,documentation,02-18-08,none,,,,public,02-18-08,lt_direct_memory_interface PowerPoint issues (3),resolved,no change required,
0000235,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,minor,always,,none,documentation,02-18-08,none,,,,public,02-18-08,lt_direct_memory_interface PowerPoint issues (4),resolved,no change required,
0000094,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-18-08,lt_direct_memory_interface PowerPoint issues (1),resolved,no change required,
0000092,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,minor fix,bugs,01-30-08,2-3 days,,,,public,02-18-08,Targets in examples not following rules for Standard Error Response,resolved,fixed,
0000069,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,minor fix,bugs,01-10-08,< 1 day,,,,public,02-14-08,TLM2 example error,resolved,fixed,
0000195,TLM WG Examples,tlmwg_reporter,,normal,feature,always,,none,general,02-11-08,none,,,,public,02-14-08,Fujitsu 2 need bus example,acknowledged,open,
0000196,TLM WG Examples,tlmwg_reporter,,normal,feature,always,,none,general,02-11-08,none,,,,public,02-14-08,Fujitsu 3 need more examples,acknowledged,open,
0000102,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,minor fix,general,01-31-08,< 1 day,,,,public,02-14-08,gp_optional_extensions enhancements,acknowledged,open,
0000080,TLM WG,tlmwg_reporter,tlmwg_trevor,normal,minor,always,,minor fix,documentation,01-30-08,< 1 day,,,,public,02-14-08,TARGET_ARCH not documented correctly,resolved,fixed,
0000096,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-13-08,lt_direct_memory_interface lt_initiator_direct_memory_interface.cpp issues,confirmed,reopened,
0000120,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,major rework,endian,01-31-08,< 1 week,,,,public,02-13-08,multiple copies and versions of files,confirmed,open,
0000108,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-13-08,at_example general issues,resolved,no change required,
0000107,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-13-08,at_example LT target issues,acknowledged,open,
0000229,TLM WG Examples,charles_w,tlmwg_eslx,normal,minor,always,,minor fix,bugs,02-12-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_target.cpp issues (c),resolved,fixed,
0000228,TLM WG Examples,charles_w,tlmwg_eslx,normal,minor,always,,minor fix,bugs,02-12-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_target.cpp issues (b),resolved,fixed,
0000147,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,minor,always,,tweak,bugs,02-06-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_target.h issues - 2,resolved,fixed,
0000098,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,minor fix,bugs,01-31-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_target.cpp issues (a),resolved,fixed,
0000097,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,tweak,bugs,01-31-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_target.h issues,resolved,fixed,
0000095,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,tweak,bugs,01-31-08,< 1 day,,,,public,02-12-08,lt_direct_memory_interface lt_initiator_direct_memory_interface.h issues,resolved,fixed,
0000156,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 2.1 no way for an initiator to release a DMI pointer,new,open,
0000223,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ST 5.3.1 Extension mechanism Problem statement,new,open,
0000222,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,documentation,02-11-08,none,,,,public,02-12-08,ST 5.2.2 Endianness Documentation feedback,new,open,
0000221,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,ST 5.2.1 Endianness Problem statement,new,open,
0000220,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ST 5.1.1 Generic payload attributes Problem statement,new,open,
0000219,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ST 4.1 Sockets and combined interfaces Problem statement,new,open,
0000218,TLM WG Debug Transaction,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,ST 3.3.1 Debug transaction interface General feedback,new,open,
0000217,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,ST 3.2.1 DMI General feedback,new,open,
0000216,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 6.2.1 Generic payload Extension mechanism Problem statement,new,open,
0000215,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 6.1.2 Generic payload attributes Problem statement,new,open,
0000214,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 6.1.1 Generic payload attributes General feedback,new,open,
0000213,TLM WG Analysis Ports,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 5.2 Analysis ports Problem statement,new,open,
0000212,TLM WG Analysis Ports,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 5.1 Analysis ports General feedback,new,open,
0000211,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 4.2 Sockets Problem statement,new,open,
0000210,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 4.1 Sockets General feedback,new,open,
0000209,TLM WG Debug Transaction,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 3.4.2 Debug transaction interface Problem statement,new,open,
0000208,TLM WG Debug Transaction,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 3.4.1 Debug transaction interface General feedback,new,open,
0000207,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 3.3.2 Direct memory interface Problem statement,new,open,
0000206,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 3.3.1 Direct memory interface General feedback,new,open,
0000205,TLM WG Non-blocking Transport,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 3.2.1 General non-blocking feedback,new,open,
0000204,TLM WG Blocking Transport,tlmwg_reporter,,normal,minor,always,,none,documentation,02-11-08,none,,,,public,02-12-08,SPRINT 3.1.2 Blocking transport interface Documentation feedback,new,open,
0000203,TLM WG Blocking Transport,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,SPRINT 3.1.1 Blocking transport interface  Problem statement,new,open,
0000202,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 3 Core TLM2 interfaces,new,open,
0000201,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,SPRINT 2.1.1 General Feedback,new,open,
0000200,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,02-11-08,none,,,,public,02-12-08,definition of TLM_ACCEPTED and TLM_UPDATED,new,open,
0000198,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,Endianness helper functions,new,open,
0000197,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,address not aligned to socket width,new,open,
0000194,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,Fujitsu 1.2 Windows version cannot run with optimized mode,new,open,
0000193,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,Fujitsu 1.1 Windows version is very slow,new,open,
0000192,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,TLM 2 d2 TI feedback,new,open,
0000191,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,TLM 2 d2 OCP-IP feedback,new,open,
0000190,TLM WG Analysis Ports,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Infineon 4 offered capabilities are too basic and restrict usability,new,open,
0000189,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Infineon 3 Endianness is overly complex,new,open,
0000188,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Infineon 2 Multi-port scenarios are not supported very well,new,open,
0000187,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Infineon 1 real protocol interoperability crucial,new,open,
0000186,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Greensocs 7 Differences to GreenBus,new,open,
0000185,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,Greensocs 6 Overall impression / Conslusions,new,open,
0000184,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Greensocs 5 5 Important techniques,new,open,
0000183,TLM WG,tlmwg_reporter,,normal,minor,always,,none,coding style,02-11-08,none,,,,public,02-12-08,"Greensocs 4 Coding Styles (LT, AT)",new,open,
0000182,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Greensocs 3 PHASE argument,new,open,
0000181,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Greensocs 2 TRANS argument: generic payload (tlm_generic_payload),new,open,
0000180,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,Greensocs 1 Low level API,new,open,
0000179,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,TLM 2 d2 ARM feedback,new,open,
0000176,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,02-11-08,none,,,,public,02-12-08,ESLX 6.2 no authorship information,new,open,
0000175,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,02-11-08,none,,,,public,02-12-08,ESLX 6.1 no doxygen commenting,new,open,
0000174,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1.5 no mechanism for a target to return its supported TLM version,new,open,
0000173,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1.4 no mechanism for a target to return its supported commands,new,open,
0000172,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1.3 no mechanism for a target to return its current model,new,open,
0000171,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1.2 no allowance for additional GP commands,new,open,
0000170,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1.1 no mechanism for model management,new,open,
0000169,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 5.1 no defined global CNC,new,open,
0000168,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 4.1 TLM headers have no structure,new,open,
0000167,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.7 no allowance for targets to change access capabilities,new,open,
0000166,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.6 no memory mapping support,new,open,
0000165,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.5 all enumerations should have indeterminate state entries,new,open,
0000164,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.4 no way to reject a request,new,open,
0000163,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.3 no mechanism for returning TLM version / build,new,open,
0000162,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.2 inconsistent use of case and underscores,new,open,
0000161,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 3.1 inconsistent enumerated structure,new,open,
0000160,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 2.5 optimal memory range assumed,new,open,
0000159,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 2.4 cross-target DMI not addressed,new,open,
0000158,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 2.3 DMI invalidation is a broadcast,new,open,
0000157,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,bugs,02-11-08,none,,,,public,02-12-08,ESLX 2.2 no way to determine who has a DMI pointer,new,open,
0000155,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,ESLX 1.5 cross-target not addressed,new,open,
0000154,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,ESLX 1.4 no API to return host endianness,new,open,
0000153,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,ESLX 1.3 data streams are not necessarily on word boundaries,new,open,
0000152,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,ESLX 1.2 multi-endian host not addressed,new,open,
0000151,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,bit endianness is not addressed,new,open,
0000150,TLM WG,tlmwg_reporter,,normal,minor,always,,none,endian,02-11-08,none,,,,public,02-12-08,TLM 2 d2 SPRINT feedback,new,open,
0000149,TLM WG,tlmwg_reporter,,normal,minor,always,,none,general,02-11-08,none,,,,public,02-12-08,TLM 2 d2 NXP feedback,new,open,
0000148,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,feature,always,,none,bugs,02-06-08,none,,,,public,02-12-08,gp_optional_extensions enhancements - 2,acknowledged,open,
0000146,TLM WG Examples,tlmwg_eslx,tlmwg_eslx,normal,feature,always,,none,general,02-06-08,none,,,,public,02-12-08,Need example of DMI hint,acknowledged,open,
0000145,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,02-06-08,none,,,,public,02-12-08,Need a router example,acknowledged,open,
0000137,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-12-08,lt_temporal_decoupling target issues,acknowledged,open,
0000135,TLM WG,tlmwg_reporter,,normal,feature,always,,none,coding style,01-31-08,none,,,,public,02-12-08,STARC 5: coding style of Cycle Accurate,new,open,
0000134,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,STARC 4: examples of adapters to support conventional debug interfaces,acknowledged,open,
0000133,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,STARC 3: Request examples of adapters to support conventional unidirectional communication interfaces,acknowledged,open,
0000132,TLM WG,tlmwg_reporter,,normal,minor,always,,none,coding style,01-31-08,none,,,,public,02-12-08,STARC 2: descriptions for the information observed by each coding style,new,open,
0000131,TLM WG Generic Payload,tlmwg_reporter,,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,STARC 1: additional GP data members,new,open,
0000130,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,JEITA 2: example for Payload Event Queue,acknowledged,open,
0000129,TLM WG,tlmwg_reporter,,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,JEITA 5: management mechanism for address in the BUS model,new,open,
0000128,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,01-31-08,none,,,,public,02-12-08,"JEITA 10: more examples for Backward Path, Debug Interface",acknowledged,open,
0000127,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 9: Add code examples in the documentation,new,open,
0000126,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 8: Analysis port needs more usage description,new,open,
0000125,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 7: sub-section 9.18.1 should be the separate,new,open,
0000124,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 6: Streaming and Burst,new,open,
0000123,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 4: can LT and AT models exist together,new,open,
0000122,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 3: switchability from LT to AT,new,open,
0000121,TLM WG,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,JEITA 1: understanding TLM_REJECTED,new,open,
0000119,TLM WG Debug Transaction,tlmwg_reporter,,normal,minor,always,,none,endian,01-31-08,none,,,,public,02-12-08,Endianness: transport + DMI + Debug interface,new,open,
0000117,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,documentation,01-31-08,none,,,,public,02-12-08,BUSWIDTH template parameter,new,open,
0000115,TLM WG,tlmwg_reporter,,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-12-08,QuantumKeeper issue,new,open,
0000109,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,general,01-31-08,none,,,,public,02-12-08,can't release a DMI pointer,new,open,
0000106,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-12-08,at_example AT target issues,feedback,open,
0000105,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,minor,always,,none,bugs,01-31-08,none,,,,public,02-12-08,at_example initiator issues,feedback,open,
0000104,TLM WG DMI,tlmwg_reporter,,normal,minor,always,,none,endian,01-31-08,none,,,,public,02-12-08,How does DMI relate to endianness?,new,open,
0000103,TLM WG Generic Payload,tlmwg_reporter,,normal,major,always,,none,endian,01-31-08,none,,,,public,02-12-08,Endianness handling is overly complicated,new,open,
0000093,TLM WG Examples,tlmwg_reporter,tlmwg_eslx,normal,feature,always,,none,general,01-30-08,none,,,,public,02-12-08,Missing examples,acknowledged,open,
0000091,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,general,01-30-08,none,,,,public,02-12-08,GP has endian issues,new,open,
0000090,TLM WG Sockets,tlmwg_reporter,,normal,minor,always,,none,general,01-30-08,none,,,,public,02-12-08,Need sockets IDs,new,open,
0000089,TLM WG,tlmwg_reporter,,normal,minor,always,,none,coding style,01-30-08,none,,,,public,02-12-08,Correctly updating the local quantum,new,open,
0000088,TLM WG PEQ,tlmwg_reporter,,normal,minor,always,,none,general,01-30-08,none,,,,public,02-12-08,Two PEQs in kit,new,open,
0000087,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,documentation,01-30-08,none,,,,public,02-12-08,GP needs phase guidance,new,open,
0000086,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,coding style,01-30-08,none,,,,public,02-12-08,Reusing GP data structures,new,open,
0000085,TLM WG Generic Payload,tlmwg_reporter,,normal,minor,always,,none,documentation,01-30-08,none,,,,public,02-12-08,GP obligations need to be documented,new,open,
